ID,wav,wav_format,start,stop,duration,language_family,language_name
0,/content/common_voice_kpd/Polish/train/plsh_trn_sp_269/common_voice_pl_20622860.wav,.wav,0,97152,6.072,West_Slavic,Polish
1,/content/common_voice_kpd/Polish/train/plsh_trn_sp_375/common_voice_pl_20671824.wav,.wav,0,77568,4.848,West_Slavic,Polish
2,/content/common_voice_kpd/Polish/train/plsh_trn_sp_329/common_voice_pl_20649749.wav,.wav,0,71424,4.464,West_Slavic,Polish
3,/content/common_voice_kpd/Polish/train/plsh_trn_sp_138/common_voice_pl_20603613.wav,.wav,0,109056,6.816,West_Slavic,Polish
4,/content/common_voice_kpd/Polish/train/plsh_trn_sp_265/common_voice_pl_20603756.wav,.wav,0,84864,5.304,West_Slavic,Polish
5,/content/common_voice_kpd/Polish/train/plsh_trn_sp_648/common_voice_pl_20773700.wav,.wav,0,78336,4.896,West_Slavic,Polish
6,/content/common_voice_kpd/Polish/train/plsh_trn_sp_455/common_voice_pl_20616200.wav,.wav,0,65280,4.08,West_Slavic,Polish
7,/content/common_voice_kpd/Polish/train/plsh_trn_sp_713/common_voice_pl_20637050.wav,.wav,0,52224,3.264,West_Slavic,Polish
8,/content/common_voice_kpd/Polish/train/plsh_trn_sp_488/common_voice_pl_20607075.wav,.wav,0,143616,8.976,West_Slavic,Polish
9,/content/common_voice_kpd/Polish/train/plsh_trn_sp_371/common_voice_pl_21088264.wav,.wav,0,46464,2.904,West_Slavic,Polish
10,/content/common_voice_kpd/Polish/train/plsh_trn_sp_676/common_voice_pl_20671632.wav,.wav,0,128256,8.016,West_Slavic,Polish
11,/content/common_voice_kpd/Polish/train/plsh_trn_sp_657/common_voice_pl_20612848.wav,.wav,0,71424,4.464,West_Slavic,Polish
12,/content/common_voice_kpd/Polish/train/plsh_trn_sp_351/common_voice_pl_20605648.wav,.wav,0,103680,6.48,West_Slavic,Polish
13,/content/common_voice_kpd/Polish/train/plsh_trn_sp_182/common_voice_pl_20610257.wav,.wav,0,99456,6.216,West_Slavic,Polish
14,/content/common_voice_kpd/Polish/train/plsh_trn_sp_183/common_voice_pl_20658741.wav,.wav,0,80640,5.04,West_Slavic,Polish
15,/content/common_voice_kpd/Polish/train/plsh_trn_sp_175/common_voice_pl_20605891.wav,.wav,0,70272,4.392,West_Slavic,Polish
16,/content/common_voice_kpd/Polish/train/plsh_trn_sp_356/common_voice_pl_22354079.wav,.wav,0,39936,2.496,West_Slavic,Polish
17,/content/common_voice_kpd/Polish/train/plsh_trn_sp_560/common_voice_pl_20639884.wav,.wav,0,48384,3.024,West_Slavic,Polish
18,/content/common_voice_kpd/Polish/train/plsh_trn_sp_332/common_voice_pl_20773967.wav,.wav,0,62976,3.936,West_Slavic,Polish
19,/content/common_voice_kpd/Polish/train/plsh_trn_sp_264/common_voice_pl_20604562.wav,.wav,0,52224,3.264,West_Slavic,Polish
20,/content/common_voice_kpd/Polish/train/plsh_trn_sp_74/common_voice_pl_20603527.wav,.wav,0,65664,4.104,West_Slavic,Polish
21,/content/common_voice_kpd/Polish/train/plsh_trn_sp_711/common_voice_pl_20640301.wav,.wav,0,90624,5.664,West_Slavic,Polish
22,/content/common_voice_kpd/Polish/train/plsh_trn_sp_160/common_voice_pl_20606014.wav,.wav,0,68736,4.296,West_Slavic,Polish
23,/content/common_voice_kpd/Polish/train/plsh_trn_sp_302/common_voice_pl_20643489.wav,.wav,0,73344,4.584,West_Slavic,Polish
24,/content/common_voice_kpd/Polish/train/plsh_trn_sp_385/common_voice_pl_20609803.wav,.wav,0,84864,5.304,West_Slavic,Polish
25,/content/common_voice_kpd/Polish/train/plsh_trn_sp_556/common_voice_pl_20602614.wav,.wav,0,80256,5.016,West_Slavic,Polish
26,/content/common_voice_kpd/Polish/train/plsh_trn_sp_431/common_voice_pl_20606378.wav,.wav,0,93696,5.856,West_Slavic,Polish
27,/content/common_voice_kpd/Polish/train/plsh_trn_sp_398/common_voice_pl_20648364.wav,.wav,0,84096,5.256,West_Slavic,Polish
28,/content/common_voice_kpd/Polish/train/plsh_trn_sp_632/common_voice_pl_21107697.wav,.wav,0,54912,3.432,West_Slavic,Polish
29,/content/common_voice_kpd/Polish/train/plsh_trn_sp_65/common_voice_pl_20605275.wav,.wav,0,61824,3.864,West_Slavic,Polish
30,/content/common_voice_kpd/Polish/train/plsh_trn_sp_318/common_voice_pl_20623068.wav,.wav,0,54144,3.384,West_Slavic,Polish
31,/content/common_voice_kpd/Polish/train/plsh_trn_sp_510/common_voice_pl_20660153.wav,.wav,0,61824,3.864,West_Slavic,Polish
32,/content/common_voice_kpd/Polish/train/plsh_trn_sp_682/common_voice_pl_21151271.wav,.wav,0,57216,3.576,West_Slavic,Polish
33,/content/common_voice_kpd/Polish/train/plsh_trn_sp_446/common_voice_pl_20618371.wav,.wav,0,49536,3.096,West_Slavic,Polish
34,/content/common_voice_kpd/Polish/train/plsh_trn_sp_359/common_voice_pl_20647518.wav,.wav,0,81792,5.112,West_Slavic,Polish
35,/content/common_voice_kpd/Polish/train/plsh_trn_sp_747/common_voice_pl_20689934.wav,.wav,0,43776,2.736,West_Slavic,Polish
36,/content/common_voice_kpd/Polish/train/plsh_trn_sp_677/common_voice_pl_20632454.wav,.wav,0,57216,3.576,West_Slavic,Polish
37,/content/common_voice_kpd/Polish/train/plsh_trn_sp_323/common_voice_pl_21085916.wav,.wav,0,74496,4.656,West_Slavic,Polish
38,/content/common_voice_kpd/Polish/train/plsh_trn_sp_57/common_voice_pl_20622503.wav,.wav,0,59520,3.72,West_Slavic,Polish
39,/content/common_voice_kpd/Polish/train/plsh_trn_sp_250/common_voice_pl_20660381.wav,.wav,0,86784,5.424,West_Slavic,Polish
40,/content/common_voice_kpd/Polish/train/plsh_trn_sp_704/common_voice_pl_20815165.wav,.wav,0,68736,4.296,West_Slavic,Polish
41,/content/common_voice_kpd/Polish/train/plsh_trn_sp_615/common_voice_pl_20617998.wav,.wav,0,114816,7.176,West_Slavic,Polish
42,/content/common_voice_kpd/Polish/train/plsh_trn_sp_436/common_voice_pl_20606348.wav,.wav,0,30720,1.92,West_Slavic,Polish
43,/content/common_voice_kpd/Polish/train/plsh_trn_sp_498/common_voice_pl_20656528.wav,.wav,0,80256,5.016,West_Slavic,Polish
44,/content/common_voice_kpd/Polish/train/plsh_trn_sp_576/common_voice_pl_20653353.wav,.wav,0,61824,3.864,West_Slavic,Polish
45,/content/common_voice_kpd/Polish/train/plsh_trn_sp_675/common_voice_pl_20664648.wav,.wav,0,89856,5.616,West_Slavic,Polish
46,/content/common_voice_kpd/Polish/train/plsh_trn_sp_653/common_voice_pl_20649535.wav,.wav,0,67968,4.248,West_Slavic,Polish
47,/content/common_voice_kpd/Polish/train/plsh_trn_sp_712/common_voice_pl_20981466.wav,.wav,0,63744,3.984,West_Slavic,Polish
48,/content/common_voice_kpd/Polish/train/plsh_trn_sp_301/common_voice_pl_20968702.wav,.wav,0,134400,8.4,West_Slavic,Polish
49,/content/common_voice_kpd/Polish/train/plsh_trn_sp_290/common_voice_pl_20619133.wav,.wav,0,48384,3.024,West_Slavic,Polish
50,/content/common_voice_kpd/Polish/train/plsh_trn_sp_173/common_voice_pl_20616560.wav,.wav,0,81024,5.064,West_Slavic,Polish
