ID,wav,wav_format,start,stop,duration,language_family,language_name
0,/home/od/common_voice_kpd/Romansh_Sursilvan/train/rmsu_trn_sp_20/common_voice_rm-sursilv_20571638.wav,.wav,0,144768,9.048,Romance,Romansh_Sursilvan
1,/home/od/common_voice_kpd/Romansh_Sursilvan/train/rmsu_trn_sp_20/common_voice_rm-sursilv_20571642.wav,.wav,0,94464,5.904,Romance,Romansh_Sursilvan
2,/home/od/common_voice_kpd/Romansh_Sursilvan/train/rmsu_trn_sp_20/common_voice_rm-sursilv_20571572.wav,.wav,0,109440,6.84,Romance,Romansh_Sursilvan
3,/home/od/common_voice_kpd/Romansh_Sursilvan/train/rmsu_trn_sp_24/common_voice_rm-sursilv_20569241.wav,.wav,0,97152,6.072,Romance,Romansh_Sursilvan
4,/home/od/common_voice_kpd/Romansh_Sursilvan/train/rmsu_trn_sp_24/common_voice_rm-sursilv_20569240.wav,.wav,0,103680,6.48,Romance,Romansh_Sursilvan
5,/home/od/common_voice_kpd/Romansh_Sursilvan/train/rmsu_trn_sp_24/common_voice_rm-sursilv_20570703.wav,.wav,0,88704,5.544,Romance,Romansh_Sursilvan
6,/home/od/common_voice_kpd/Romansh_Sursilvan/train/rmsu_trn_sp_24/common_voice_rm-sursilv_20569354.wav,.wav,0,77184,4.824,Romance,Romansh_Sursilvan
7,/home/od/common_voice_kpd/Romansh_Sursilvan/train/rmsu_trn_sp_24/common_voice_rm-sursilv_20569352.wav,.wav,0,90240,5.64,Romance,Romansh_Sursilvan
8,/home/od/common_voice_kpd/Romansh_Sursilvan/train/rmsu_trn_sp_24/common_voice_rm-sursilv_20570233.wav,.wav,0,80256,5.016,Romance,Romansh_Sursilvan
9,/home/od/common_voice_kpd/Romansh_Sursilvan/train/rmsu_trn_sp_24/common_voice_rm-sursilv_20569088.wav,.wav,0,74496,4.656,Romance,Romansh_Sursilvan
10,/home/od/common_voice_kpd/Romansh_Sursilvan/train/rmsu_trn_sp_24/common_voice_rm-sursilv_20569723.wav,.wav,0,60672,3.792,Romance,Romansh_Sursilvan
11,/home/od/common_voice_kpd/Romansh_Sursilvan/train/rmsu_trn_sp_24/common_voice_rm-sursilv_20569090.wav,.wav,0,70656,4.416,Romance,Romansh_Sursilvan
12,/home/od/common_voice_kpd/Romansh_Sursilvan/train/rmsu_trn_sp_41/common_voice_rm-sursilv_20570073.wav,.wav,0,56064,3.504,Romance,Romansh_Sursilvan
13,/home/od/common_voice_kpd/Romansh_Sursilvan/train/rmsu_trn_sp_41/common_voice_rm-sursilv_20569416.wav,.wav,0,76800,4.8,Romance,Romansh_Sursilvan
14,/home/od/common_voice_kpd/Romansh_Sursilvan/train/rmsu_trn_sp_41/common_voice_rm-sursilv_20570361.wav,.wav,0,43392,2.712,Romance,Romansh_Sursilvan
15,/home/od/common_voice_kpd/Romansh_Sursilvan/train/rmsu_trn_sp_41/common_voice_rm-sursilv_20569498.wav,.wav,0,80256,5.016,Romance,Romansh_Sursilvan
16,/home/od/common_voice_kpd/Romansh_Sursilvan/train/rmsu_trn_sp_41/common_voice_rm-sursilv_20570141.wav,.wav,0,105984,6.624,Romance,Romansh_Sursilvan
