ID,wav,wav_format,start,stop,duration,language_family,language_name
0,/content/common_voice_kpd/Persian/train/prsh_trn_sp_519/common_voice_fa_21081523.wav,.wav,0,47616,2.976,Iranian,Persian
1,/content/common_voice_kpd/Persian/train/prsh_trn_sp_307/common_voice_fa_20042090.wav,.wav,0,62976,3.936,Iranian,Persian
2,/content/common_voice_kpd/Persian/train/prsh_trn_sp_671/common_voice_fa_19329241.wav,.wav,0,54144,3.384,Iranian,Persian
3,/content/common_voice_kpd/Persian/train/prsh_trn_sp_385/common_voice_fa_18575622.wav,.wav,0,104064,6.504,Iranian,Persian
4,/content/common_voice_kpd/Persian/train/prsh_trn_sp_69/common_voice_fa_19260441.wav,.wav,0,51456,3.216,Iranian,Persian
5,/content/common_voice_kpd/Persian/train/prsh_trn_sp_448/common_voice_fa_19293873.wav,.wav,0,81024,5.064,Iranian,Persian
6,/content/common_voice_kpd/Persian/train/prsh_trn_sp_231/common_voice_fa_19600818.wav,.wav,0,69504,4.344,Iranian,Persian
7,/content/common_voice_kpd/Persian/train/prsh_trn_sp_281/common_voice_fa_19217994.wav,.wav,0,75264,4.704,Iranian,Persian
8,/content/common_voice_kpd/Persian/train/prsh_trn_sp_527/common_voice_fa_18706237.wav,.wav,0,46464,2.904,Iranian,Persian
9,/content/common_voice_kpd/Persian/train/prsh_trn_sp_85/common_voice_fa_19711423.wav,.wav,0,56832,3.552,Iranian,Persian
10,/content/common_voice_kpd/Persian/train/prsh_trn_sp_591/common_voice_fa_20238747.wav,.wav,0,36096,2.256,Iranian,Persian
11,/content/common_voice_kpd/Persian/train/prsh_trn_sp_314/common_voice_fa_19280223.wav,.wav,0,72576,4.536,Iranian,Persian
12,/content/common_voice_kpd/Persian/train/prsh_trn_sp_452/common_voice_fa_19395414.wav,.wav,0,47232,2.952,Iranian,Persian
13,/content/common_voice_kpd/Persian/train/prsh_trn_sp_246/common_voice_fa_19233857.wav,.wav,0,70272,4.392,Iranian,Persian
14,/content/common_voice_kpd/Persian/train/prsh_trn_sp_397/common_voice_fa_21578302.wav,.wav,0,59904,3.744,Iranian,Persian
15,/content/common_voice_kpd/Persian/train/prsh_trn_sp_571/common_voice_fa_19265758.wav,.wav,0,62592,3.912,Iranian,Persian
16,/content/common_voice_kpd/Persian/train/prsh_trn_sp_328/common_voice_fa_18617561.wav,.wav,0,96384,6.024,Iranian,Persian
17,/content/common_voice_kpd/Persian/train/prsh_trn_sp_689/common_voice_fa_20015768.wav,.wav,0,40320,2.52,Iranian,Persian
18,/content/common_voice_kpd/Persian/train/prsh_trn_sp_107/common_voice_fa_18621023.wav,.wav,0,72576,4.536,Iranian,Persian
19,/content/common_voice_kpd/Persian/train/prsh_trn_sp_640/common_voice_fa_20978389.wav,.wav,0,46848,2.928,Iranian,Persian
20,/content/common_voice_kpd/Persian/train/prsh_trn_sp_144/common_voice_fa_18552042.wav,.wav,0,57216,3.576,Iranian,Persian
21,/content/common_voice_kpd/Persian/train/prsh_trn_sp_296/common_voice_fa_19470972.wav,.wav,0,49920,3.12,Iranian,Persian
22,/content/common_voice_kpd/Persian/train/prsh_trn_sp_441/common_voice_fa_21592946.wav,.wav,0,59904,3.744,Iranian,Persian
23,/content/common_voice_kpd/Persian/train/prsh_trn_sp_413/common_voice_fa_19370094.wav,.wav,0,74880,4.68,Iranian,Persian
24,/content/common_voice_kpd/Persian/train/prsh_trn_sp_526/common_voice_fa_18615805.wav,.wav,0,61824,3.864,Iranian,Persian
25,/content/common_voice_kpd/Persian/train/prsh_trn_sp_123/common_voice_fa_18619006.wav,.wav,0,158208,9.888,Iranian,Persian
26,/content/common_voice_kpd/Persian/train/prsh_trn_sp_536/common_voice_fa_19396374.wav,.wav,0,55296,3.456,Iranian,Persian
27,/content/common_voice_kpd/Persian/train/prsh_trn_sp_376/common_voice_fa_19435425.wav,.wav,0,47616,2.976,Iranian,Persian
28,/content/common_voice_kpd/Persian/train/prsh_trn_sp_46/common_voice_fa_19298807.wav,.wav,0,60288,3.768,Iranian,Persian
29,/content/common_voice_kpd/Persian/train/prsh_trn_sp_382/common_voice_fa_20986648.wav,.wav,0,63744,3.984,Iranian,Persian
30,/content/common_voice_kpd/Persian/train/prsh_trn_sp_584/common_voice_fa_21656084.wav,.wav,0,44160,2.76,Iranian,Persian
31,/content/common_voice_kpd/Persian/train/prsh_trn_sp_545/common_voice_fa_19215244.wav,.wav,0,77184,4.824,Iranian,Persian
32,/content/common_voice_kpd/Persian/train/prsh_trn_sp_496/common_voice_fa_18797387.wav,.wav,0,61056,3.816,Iranian,Persian
33,/content/common_voice_kpd/Persian/train/prsh_trn_sp_540/common_voice_fa_19247769.wav,.wav,0,84864,5.304,Iranian,Persian
34,/content/common_voice_kpd/Persian/train/prsh_trn_sp_95/common_voice_fa_18616240.wav,.wav,0,142464,8.904,Iranian,Persian
35,/content/common_voice_kpd/Persian/train/prsh_trn_sp_551/common_voice_fa_18570234.wav,.wav,0,81024,5.064,Iranian,Persian
36,/content/common_voice_kpd/Persian/train/prsh_trn_sp_504/common_voice_fa_19298704.wav,.wav,0,78336,4.896,Iranian,Persian
37,/content/common_voice_kpd/Persian/train/prsh_trn_sp_394/common_voice_fa_19208521.wav,.wav,0,60288,3.768,Iranian,Persian
38,/content/common_voice_kpd/Persian/train/prsh_trn_sp_138/common_voice_fa_19227539.wav,.wav,0,91776,5.736,Iranian,Persian
39,/content/common_voice_kpd/Persian/train/prsh_trn_sp_271/common_voice_fa_18612669.wav,.wav,0,64896,4.056,Iranian,Persian
