ID,wav,wav_format,start,stop,duration,language_family,language_name
0,/content/common_voice_kpd/Frisian/train/frs_trn_sp_85/common_voice_fy-NL_21487394.wav,.wav,0,82176,5.136,West_Germanic,Frisian
1,/content/common_voice_kpd/Frisian/train/frs_trn_sp_85/common_voice_fy-NL_21487393.wav,.wav,0,69504,4.344,West_Germanic,Frisian
2,/content/common_voice_kpd/Frisian/train/frs_trn_sp_85/common_voice_fy-NL_21487363.wav,.wav,0,68736,4.296,West_Germanic,Frisian
3,/content/common_voice_kpd/Frisian/train/frs_trn_sp_85/common_voice_fy-NL_21487365.wav,.wav,0,134784,8.424,West_Germanic,Frisian
4,/content/common_voice_kpd/Frisian/train/frs_trn_sp_73/common_voice_fy-NL_21408174.wav,.wav,0,115584,7.224,West_Germanic,Frisian
5,/content/common_voice_kpd/Frisian/train/frs_trn_sp_73/common_voice_fy-NL_21408286.wav,.wav,0,89856,5.616,West_Germanic,Frisian
6,/content/common_voice_kpd/Frisian/train/frs_trn_sp_73/common_voice_fy-NL_21408287.wav,.wav,0,90624,5.664,West_Germanic,Frisian
7,/content/common_voice_kpd/Frisian/train/frs_trn_sp_73/common_voice_fy-NL_21408288.wav,.wav,0,74496,4.656,West_Germanic,Frisian
8,/content/common_voice_kpd/Frisian/train/frs_trn_sp_117/common_voice_fy-NL_21419696.wav,.wav,0,105984,6.624,West_Germanic,Frisian
9,/content/common_voice_kpd/Frisian/train/frs_trn_sp_117/common_voice_fy-NL_21420490.wav,.wav,0,93696,5.856,West_Germanic,Frisian
10,/content/common_voice_kpd/Frisian/train/frs_trn_sp_117/common_voice_fy-NL_21418672.wav,.wav,0,96384,6.024,West_Germanic,Frisian
11,/content/common_voice_kpd/Frisian/train/frs_trn_sp_117/common_voice_fy-NL_21419741.wav,.wav,0,100224,6.264,West_Germanic,Frisian
12,/content/common_voice_kpd/Frisian/train/frs_trn_sp_97/common_voice_fy-NL_21447118.wav,.wav,0,76416,4.776,West_Germanic,Frisian
13,/content/common_voice_kpd/Frisian/train/frs_trn_sp_97/common_voice_fy-NL_21447115.wav,.wav,0,74496,4.656,West_Germanic,Frisian
14,/content/common_voice_kpd/Frisian/train/frs_trn_sp_97/common_voice_fy-NL_21447126.wav,.wav,0,59904,3.744,West_Germanic,Frisian
15,/content/common_voice_kpd/Frisian/train/frs_trn_sp_97/common_voice_fy-NL_21447153.wav,.wav,0,67584,4.224,West_Germanic,Frisian
16,/content/common_voice_kpd/Frisian/train/frs_trn_sp_97/common_voice_fy-NL_21447107.wav,.wav,0,57216,3.576,West_Germanic,Frisian
17,/content/common_voice_kpd/Frisian/train/frs_trn_sp_95/common_voice_fy-NL_21407337.wav,.wav,0,95616,5.976,West_Germanic,Frisian
18,/content/common_voice_kpd/Frisian/train/frs_trn_sp_95/common_voice_fy-NL_21407107.wav,.wav,0,102144,6.384,West_Germanic,Frisian
19,/content/common_voice_kpd/Frisian/train/frs_trn_sp_52/common_voice_fy-NL_21436872.wav,.wav,0,116736,7.296,West_Germanic,Frisian
20,/content/common_voice_kpd/Frisian/train/frs_trn_sp_52/common_voice_fy-NL_21436870.wav,.wav,0,119424,7.464,West_Germanic,Frisian
21,/content/common_voice_kpd/Frisian/train/frs_trn_sp_52/common_voice_fy-NL_21436874.wav,.wav,0,130944,8.184,West_Germanic,Frisian
22,/content/common_voice_kpd/Frisian/train/frs_trn_sp_43/common_voice_fy-NL_20507005.wav,.wav,0,93696,5.856,West_Germanic,Frisian
23,/content/common_voice_kpd/Frisian/train/frs_trn_sp_43/common_voice_fy-NL_20507004.wav,.wav,0,120576,7.536,West_Germanic,Frisian
24,/content/common_voice_kpd/Frisian/train/frs_trn_sp_43/common_voice_fy-NL_20507007.wav,.wav,0,88704,5.544,West_Germanic,Frisian
25,/content/common_voice_kpd/Frisian/train/frs_trn_sp_129/common_voice_fy-NL_21481606.wav,.wav,0,54144,3.384,West_Germanic,Frisian
26,/content/common_voice_kpd/Frisian/train/frs_trn_sp_129/common_voice_fy-NL_21481575.wav,.wav,0,52224,3.264,West_Germanic,Frisian
27,/content/common_voice_kpd/Frisian/train/frs_trn_sp_129/common_voice_fy-NL_21481732.wav,.wav,0,59136,3.696,West_Germanic,Frisian
